geo_code,area_name,year,pct_owned_total,pct_owned_outright,pct_social_rented_total,pct_private_rented_total,pct_rent_free,pct_deprived_0,pct_deprived_1,pct_deprived_2,pct_deprived_3,pct_deprived_4,pct_multi_deprived,pct_any_deprived,latitude,longitude
E07000044,South Hams,2021,70.46,45.02,11.83,16.08,0.04,52.99,33.51,11.26,2.11,0.13,13.5,47.01,50.3833,-3.7833
E07000045,Teignbridge,2011,73.47,40.77,8.91,15.48,1.22,44.2,33.54,18.14,3.73,0.39,22.27,55.8,50.55,-3.6167
E07000045,Teignbridge,2021,71.29,43.27,9.52,17.85,0.04,49.42,34.95,12.97,2.48,0.18,15.63,50.58,50.55,-3.6167
E07000046,Torridge,2011,71.46,42.87,9.02,16.96,1.86,40.32,35.29,19.46,4.36,0.58,24.39,59.68,50.95,-4.15
E07000046,Torridge,2021,69.56,45.54,9.35,20.2,0.03,46.13,35.95,14.74,2.98,0.2,17.92,53.87,50.95,-4.15
E07000047,West Devon,2011,73.18,44.02,9.5,15.0,1.67,45.25,33.71,17.08,3.66,0.31,21.05,54.75,50.5667,-4.1167
E07000047,West Devon,2021,70.96,46.62,10.05,18.24,0.04,49.3,35.19,12.8,2.5,0.21,15.51,50.7,50.5667,-4.1167
E07000061,Eastbourne,2011,61.73,33.48,13.23,23.31,1.07,39.21,34.59,20.27,5.21,0.72,26.2,60.79,50.7682,0.2898
E07000061,Eastbourne,2021,59.7,35.75,13.02,26.57,0.12,43.2,35.96,16.19,4.13,0.52,20.84,56.8,50.7682,0.2898
E07000062,Hastings,2011,55.17,26.9,14.55,28.82,0.99,36.34,33.58,21.85,7.29,0.94,30.08,63.66,50.8543,0.573
E07000062,Hastings,2021,56.58,31.26,14.27,28.61,0.04,42.04,35.04,17.31,5.13,0.48,22.92,57.96,50.8543,0.573
E07000063,Lewes,2011,72.66,39.82,10.93,14.48,1.26,44.36,33.65,17.95,3.69,0.36,21.99,55.64,50.874,0.0113
E07000063,Lewes,2021,71.12,42.4,10.93,16.9,0.11,47.92,35.03,13.68,3.13,0.24,17.05,52.08,50.874,0.0113
E07000064,Rother,2011,73.54,45.39,10.38,14.05,1.5,40.25,35.75,19.93,3.76,0.31,23.99,59.75,50.9167,0.5167
E07000064,Rother,2021,72.69,48.44,10.2,16.22,0.01,45.72,36.76,14.52,2.83,0.17,17.52,54.28,50.9167,0.5167
E07000065,Wealden,2011,78.75,42.25,7.67,11.13,1.65,48.48,33.14,15.62,2.58,0.18,18.39,51.52,50.95,0.2167
E07000065,Wealden,2021,76.97,44.69,8.35,13.48,0.04,52.48,34.26,11.29,1.89,0.08,13.26,47.52,50.95,0.2167
E07000066,Basildon,2011,65.94,28.92,21.96,10.24,0.87,40.06,33.66,20.69,5.12,0.48,26.28,59.94,51.5761,0.4886
E07000066,Basildon,2021,63.25,30.16,21.23,14.24,0.13,46.17,34.34,15.26,3.94,0.29,19.49,53.83,51.5761,0.4886
E07000067,Braintree,2011,68.59,30.49,16.47,13.24,1.1,46.11,32.36,17.55,3.69,0.29,21.53,53.89,51.8781,0.55
E07000067,Braintree,2021,67.85,34.26,16.3,15.07,0.05,49.99,34.15,12.99,2.72,0.15,15.86,50.01,51.8781,0.55
E07000068,Brentwood,2011,75.14,37.96,11.7,11.26,1.26,49.2,32.45,15.05,3.04,0.26,18.34,50.8,51.6214,0.3053
E07000068,Brentwood,2021,71.91,36.47,11.32,15.96,0.15,55.45,31.45,10.71,2.21,0.17,13.09,44.55,51.6214,0.3053
E07000069,Castle Point,2011,82.6,43.06,5.35,10.89,0.88,38.56,35.18,21.81,4.11,0.34,26.26,61.44,51.55,0.7
E07000069,Castle Point,2021,80.07,45.3,5.49,14.01,0.07,43.83,36.8,15.77,3.38,0.21,19.36,56.17,51.55,0.7
E07000070,Chelmsford,2011,73.17,34.01,13.09,11.98,1.11,50.23,31.52,14.96,2.99,0.31,18.25,49.77,51.7356,0.4685
E07000070,Chelmsford,2021,69.96,35.88,13.28,15.55,0.04,54.57,32.23,10.84,2.25,0.12,13.2,45.43,51.7356,0.4685
E07000071,Colchester,2011,66.32,31.88,13.5,18.69,1.04,47.23,32.2,16.27,3.92,0.39,20.57,52.77,51.8959,0.8919
E07000071,Colchester,2021,64.58,32.78,13.28,21.53,0.08,51.36,33.25,12.33,2.88,0.18,15.39,48.64,51.8959,0.8919
E07000072,Epping Forest,2011,72.25,34.76,15.01,11.04,1.3,44.78,33.62,17.55,3.7,0.35,21.6,55.22,51.6957,0.1133
E07000072,Epping Forest,2021,69.63,35.15,14.65,14.93,0.14,51.11,33.18,12.66,2.86,0.19,15.71,48.89,51.6957,0.1133
E07000073,Harlow,2011,56.12,21.23,31.22,10.85,0.87,37.74,35.49,21.02,5.16,0.59,26.77,62.26,51.7712,0.1021
E07000073,Harlow,2021,53.74,23.04,29.31,15.38,0.24,42.93,35.39,16.77,4.41,0.5,21.68,57.07,51.7712,0.1021
E07000074,Maldon,2011,78.44,39.95,10.4,9.66,1.13,45.75,33.35,17.07,3.46,0.36,20.9,54.25,51.7312,0.675
E07000074,Maldon,2021,76.19,43.81,11.23,11.75,0.01,49.61,34.72,12.86,2.7,0.1,15.66,50.39,51.7312,0.675
E07000075,Rochford,2011,82.89,41.49,7.59,8.47,0.81,44.38,34.07,18.37,2.95,0.23,21.55,55.62,51.5833,0.7
E07000075,Rochford,2021,80.64,43.79,8.07,10.7,0.01,49.41,34.85,13.44,2.15,0.14,15.74,50.59,51.5833,0.7
E07000076,Tendring,2011,73.67,44.6,8.44,16.2,1.3,32.42,35.34,25.8,5.87,0.56,32.24,67.58,51.8333,1.15
E07000076,Tendring,2021,71.48,46.71,8.16,19.82,0.07,38.34,37.69,18.91,4.7,0.36,23.97,61.66,51.8333,1.15
E07000077,Uttlesford,2011,71.61,34.07,12.65,13.12,1.6,53.56,30.51,13.45,2.32,0.15,15.93,46.44,51.9667,0.3333
E07000077,Uttlesford,2021,70.59,35.66,13.01,14.54,0.07,58.04,30.75,9.49,1.65,0.07,11.21,41.96,51.9667,0.3333
E07000078,Cheltenham,2011,64.56,32.13,12.23,21.45,1.06,50.18,31.48,14.51,3.47,0.36,18.34,49.82,51.9,-2.0667
E07000078,Cheltenham,2021,63.58,34.71,12.16,23.4,0.11,56.16,30.69,10.61,2.38,0.16,13.15,43.84,51.9,-2.0667
E07000079,Cotswold,2011,65.69,37.78,14.87,15.23,3.0,51.07,32.41,14.11,2.25,0.16,16.53,48.93,51.7167,-1.9333
E07000079,Cotswold,2021,65.12,39.85,15.35,17.36,0.02,57.01,31.8,9.49,1.64,0.06,11.19,42.99,51.7167,-1.9333
E07000080,Forest of Dean,2011,74.26,40.88,12.4,11.22,1.57,43.35,33.2,19.32,3.85,0.28,23.45,56.65,51.7667,-2.5333
E07000080,Forest of Dean,2021,72.6,44.24,12.99,13.52,0.03,48.09,34.83,13.99,2.96,0.13,17.08,51.91,51.7667,-2.5333
E07000081,Gloucester,2011,67.23,29.25,13.33,17.38,0.95,43.48,32.84,18.47,4.67,0.55,23.68,56.52,51.8642,-2.2381
E07000081,Gloucester,2021,63.85,31.6,13.6,21.3,0.1,48.94,33.74,13.56,3.48,0.28,17.32,51.06,51.8642,-2.2381
E07000082,Stroud,2011,73.21,38.05,12.76,12.12,1.32,50.97,31.11,14.88,2.85,0.19,17.92,49.03,51.75,-2.2167
E07000082,Stroud,2021,72.7,41.14,12.28,13.66,0.16,55.16,32.29,10.36,2.09,0.11,12.55,44.84,51.75,-2.2167
E07000083,Tewkesbury,2011,73.58,38.12,11.93,12.39,1.17,50.12,32.04,14.95,2.62,0.26,17.83,49.88,51.9833,-2.15
E07000083,Tewkesbury,2021,70.75,39.05,12.7,14.27,0.04,55.08,32.42,10.45,1.95,0.11,12.5,44.92,51.9833,-2.15
E07000084,Basingstoke and Deane,2011,67.71,28.16,17.81,11.79,1.3,51.97,31.08,14.05,2.67,0.23,16.95,48.03,51.2665,-1.0874
E07000084,Basingstoke and Deane,2021,64.77,30.63,17.89,15.4,0.02,55.04,32.0,10.7,2.15,0.11,12.97,44.96,51.2665,-1.0874
E07000085,East Hampshire,2011,73.89,37.07,12.02,11.67,1.5,53.62,31.07,12.68,2.4,0.23,15.31,46.38,51.05,-1.0167
E07000085,East Hampshire,2021,72.97,39.99,12.53,13.04,0.02,56.99,31.55,9.5,1.85,0.12,11.46,43.01,51.05,-1.0167
E07000086,Eastleigh,2011,73.52,33.02,12.29,12.34,0.79,51.37,31.06,14.59,2.78,0.2,17.57,48.63,50.9667,-1.35
E07000086,Eastleigh,2021,70.96,35.16,13.05,13.94,0.01,55.16,32.13,10.6,2.02,0.09,12.71,44.84,50.9667,-1.35
E07000087,Fareham,2011,80.42,39.24,8.13,9.97,0.88,51.94,31.5,14.01,2.34,0.21,16.56,48.06,50.8528,-1.1794
E07000087,Fareham,2021,78.52,43.49,8.14,12.55,0.08,54.62,33.03,10.61,1.64,0.1,12.35,45.38,50.8528,-1.1794
E07000088,Gosport,2011,65.24,29.39,16.41,16.31,0.97,43.7,33.74,17.82,4.36,0.38,22.56,56.3,50.795,-1.119
E07000088,Gosport,2021,63.61,34.28,16.32,18.69,0.17,46.0,35.67,14.77,3.36,0.2,18.33,54.0,50.795,-1.119
E07000089,Hart,2011,78.14,35.51,7.65,12.07,0.99,58.65,29.01,10.72,1.52,0.1,12.34,41.35,51.2667,-0.9333
E07000089,Hart,2021,75.72,37.43,8.79,13.62,0.01,60.68,29.77,8.17,1.32,0.06,9.54,39.32,51.2667,-0.9333
E07000090,Havant,2011,68.97,35.41,19.56,9.91,1.01,41.55,33.82,18.89,5.15,0.59,24.63,58.45,50.85,-0.9833
E07000090,Havant,2021,67.92,38.94,18.64,12.42,0.15,45.54,35.35,14.97,3.77,0.38,19.11,54.46,50.85,-0.9833
E07000091,New Forest,2011,74.97,43.51,10.98,12.09,1.33,46.77,33.74,16.41,2.85,0.23,19.49,53.23,50.9,-1.6
E07000091,New Forest,2021,74.16,46.6,10.79,14.34,0.07,51.45,34.29,11.94,2.15,0.16,14.26,48.55,50.9,-1.6
E07000092,Rushmoor,2011,63.53,23.21,16.31,17.55,0.83,47.5,32.74,15.47,3.85,0.44,19.77,52.5,51.2833,-0.7667
E07000092,Rushmoor,2021,60.49,25.39,16.2,21.5,0.08,51.09,32.79,12.82,3.08,0.21,16.12,48.91,51.2833,-0.7667
E07000093,Test Valley,2011,70.34,34.46,14.39,12.87,1.75,52.31,31.1,13.82,2.56,0.21,16.59,47.69,51.1333,-1.4833
E07000093,Test Valley,2021,68.94,36.09,14.33,14.75,0.05,55.68,32.0,10.19,2.04,0.1,12.32,44.32,51.1333,-1.4833
E07000094,Winchester,2011,67.53,34.96,15.46,14.09,2.02,55.57,29.81,12.11,2.29,0.23,14.62,44.43,51.0632,-1.308
E07000094,Winchester,2021,65.59,36.06,15.35,17.59,0.11,58.31,30.37,9.49,1.73,0.11,11.33,41.69,51.0632,-1.308
E07000095,Broxbourne,2011,72.92,32.56,14.07,11.15,0.75,40.66,34.59,19.8,4.41,0.54,24.74,59.34,51.7452,-0.02
E07000095,Broxbourne,2021,68.65,33.07,14.26,15.98,0.06,46.49,35.06,14.59,3.52,0.34,18.45,53.51,51.7452,-0.02
E07000096,Dacorum,2011,64.86,29.13,21.76,11.86,0.89,49.59,31.3,15.45,3.29,0.36,19.1,50.41,51.75,-0.4833
E07000096,Dacorum,2021,63.92,30.91,21.01,14.34,0.11,53.93,31.79,11.42,2.64,0.22,14.28,46.07,51.75,-0.4833
E07000098,Hertsmere,2011,67.62,31.4,17.43,12.52,1.25,46.69,32.88,16.64,3.5,0.29,20.43,53.31,51.6833,-0.2833
E07000098,Hertsmere,2021,64.19,30.99,17.34,17.27,0.06,51.87,33.15,12.12,2.69,0.18,14.98,48.13,51.6833,-0.2833
E07000099,North Hertfordshire,2011,65.65,30.32,19.29,13.09,1.09,51.32,30.81,14.7,2.91,0.26,17.88,48.68,51.9333,-0.2333
E07000099,North Hertfordshire,2021,64.8,33.37,18.67,15.37,0.02,55.05,31.55,11.03,2.22,0.15,13.4,44.95,51.9333,-0.2333
E07000102,Three Rivers,2011,72.72,34.15,15.15,10.56,1.01,50.83,31.15,14.64,3.08,0.3,18.02,49.17,51.6667,-0.4333
E07000102,Three Rivers,2021,70.92,34.75,14.83,13.45,0.05,55.33,31.43,10.81,2.21,0.22,13.24,44.67,51.6667,-0.4333
E07000103,Watford,2011,61.63,24.41,16.32,20.09,0.79,45.68,33.24,16.41,4.12,0.56,21.08,54.32,51.6565,-0.396
E07000103,Watford,2021,55.12,24.17,15.57,28.2,0.04,50.6,33.1,12.85,3.19,0.27,16.31,49.4,51.6565,-0.396
E07000105,Ashford,2011,68.4,31.81,14.47,14.33,1.46,46.77,32.5,16.96,3.44,0.33,20.74,53.23,51.1465,0.8765
E07000105,Ashford,2021,66.43,33.65,14.0,17.73,0.13,49.99,33.75,13.22,2.85,0.2,16.26,50.01,51.1465,0.8765
E07000106,Canterbury,2011,66.0,35.51,12.19,19.54,1.45,44.1,33.4,18.08,3.95,0.46,22.49,55.9,51.2802,1.0789
E07000106,Canterbury,2021,64.76,38.37,12.23,21.98,0.11,47.29,34.95,14.23,3.28,0.25,17.76,52.71,51.2802,1.0789
E07000107,Dartford,2011,66.91,27.47,14.84,15.93,0.98,43.85,33.91,17.8,4.03,0.41,22.24,56.15,51.4463,0.2175
E07000107,Dartford,2021,65.65,26.92,13.82,18.11,0.15,52.18,32.13,12.66,2.81,0.22,15.69,47.82,51.4463,0.2175
E07000108,Dover,2011,66.53,35.26,14.21,17.09,1.67,40.37,33.54,20.67,4.92,0.49,26.09,59.63,51.1295,1.3089
E07000108,Dover,2021,66.22,39.07,13.92,18.98,0.1,45.15,34.98,15.83,3.79,0.25,19.88,54.85,51.1295,1.3089
E07000109,Gravesham,2011,64.55,30.69,17.33,16.14,1.22,39.45,34.32,20.38,5.32,0.53,26.23,60.55,51.4432,0.3683
E07000109,Gravesham,2021,62.22,31.2,17.42,19.05,0.24,45.14,35.32,15.3,3.9,0.34,19.54,54.86,51.4432,0.3683
E07000110,Maidstone,2011,70.45,32.92,12.71,14.59,1.19,47.19,32.31,16.58,3.57,0.35,20.5,52.81,51.272,0.529
E07000110,Maidstone,2021,67.4,33.97,13.35,17.33,0.03,51.54,33.37,12.14,2.72,0.22,15.08,48.46,51.272,0.529
E07000111,Sevenoaks,2011,72.74,37.52,13.22,10.75,1.59,50.83,31.47,14.63,2.91,0.17,17.7,49.17,51.2765,0.1874
E07000111,Sevenoaks,2021,71.54,38.29,13.19,13.36,0.04,54.67,31.74,11.02,2.43,0.13,13.58,45.33,51.2765,0.1874
E07000112,Folkestone and Hythe,2011,64.83,35.34,11.21,22.2,1.31,38.77,34.58,20.44,5.36,0.84,26.65,61.23,51.0817,1.1668
E07000112,Folkestone and Hythe,2021,65.8,39.24,10.86,22.49,0.09,44.42,35.46,15.82,3.97,0.33,20.11,55.58,51.0817,1.1668
E07000113,Swale,2011,68.28,31.38,14.29,15.19,1.22,40.14,33.11,20.56,5.6,0.6,26.76,59.86,51.3333,0.7333
E07000113,Swale,2021,66.97,34.36,13.29,18.35,0.03,44.32,35.21,15.77,4.42,0.28,20.47,55.68,51.3333,0.7333
E07000114,Thanet,2011,62.02,33.44,12.66,23.78,1.2,34.3,34.31,24.08,6.53,0.78,31.39,65.7,51.3667,1.4
E07000114,Thanet,2021,61.35,36.55,11.89,26.26,0.04,41.15,36.14,17.61,4.68,0.41,22.7,58.85,51.3667,1.4
E07000115,Tonbridge and Malling,2011,71.14,32.57,16.12,10.11,1.13,49.56,31.95,15.05,3.19,0.25,18.49,50.44,51.1833,0.2833
E07000115,Tonbridge and Malling,2021,70.01,34.31,15.41,12.5,0.02,53.91,32.01,11.51,2.45,0.12,14.08,46.09,51.1833,0.2833
E07000116,Tunbridge Wells,2011,65.71,32.03,15.15,16.95,1.39,50.9,31.13,14.23,3.35,0.39,17.97,49.1,51.132,0.263
E07000116,Tunbridge Wells,2021,65.1,33.85,14.58,19.22,0.03,55.25,31.08,10.99,2.46,0.22,13.67,44.75,51.132,0.263
E07000117,Burnley,2011,65.0,31.46,14.06,19.35,1.37,36.24,31.31,23.49,8.15,0.81,32.45,63.76,53.7892,-2.2494
E07000117,Burnley,2021,59.78,32.73,15.57,24.32,0.1,40.89,34.28,18.35,6.12,0.36,24.82,59.11,53.7892,-2.2494
E07000118,Chorley,2011,75.21,35.41,13.01,10.21,0.94,48.05,30.23,17.14,4.24,0.34,21.71,51.95,53.6527,-2.632
E07000118,Chorley,2021,72.12,37.02,13.24,13.89,0.04,52.54,32.56,12.0,2.8,0.09,14.89,47.46,53.6527,-2.632
E07000119,Fylde,2011,73.45,40.75,7.47,17.39,1.3,45.64,32.72,17.51,3.76,0.38,21.64,54.36,53.8333,-2.9167
E07000119,Fylde,2021,71.65,43.53,8.33,19.23,0.03,50.81,33.92,12.36,2.74,0.17,15.27,49.19,53.8333,-2.9167
E07000120,Hyndburn,2011,67.67,33.38,12.78,18.16,1.15,37.93,31.59,22.66,7.17,0.66,30.49,62.07,53.75,-2.3833
E07000120,Hyndburn,2021,63.08,34.25,13.54,23.1,0.06,42.44,34.05,17.51,5.71,0.29,23.5,57.56,53.75,-2.3833
E07000121,Lancaster,2011,69.18,36.13,9.97,18.9,1.32,43.95,31.8,18.63,5.08,0.53,24.24,56.05,54.0466,-2.8007
E07000121,Lancaster,2021,67.13,38.6,10.26,21.72,0.07,48.39,33.87,13.98,3.55,0.21,17.74,51.61,54.0466,-2.8007
E07000122,Pendle,2011,68.49,35.97,11.6,18.1,1.61,37.29,32.19,22.54,7.37,0.61,30.52,62.71,53.85,-2.1833
E07000122,Pendle,2021,64.96,37.11,11.8,22.96,0.08,42.51,35.03,16.94,5.25,0.27,22.47,57.49,53.85,-2.1833
E07000123,Preston,2011,60.64,28.41,19.21,18.01,1.45,40.88,31.82,19.83,6.72,0.75,27.3,59.12,53.7632,-2.7031
E07000123,Preston,2021,58.29,30.57,18.43,22.37,0.06,46.61,33.61,14.98,4.53,0.27,19.78,53.39,53.7632,-2.7031
E07000124,Ribble Valley,2011,76.62,41.95,7.64,13.63,1.51,53.29,30.05,13.88,2.56,0.22,16.66,46.71,53.9167,-2.3833
E07000124,Ribble Valley,2021,75.47,43.57,8.04,14.97,0.0,58.6,30.49,9.18,1.63,0.1,10.91,41.4,53.9167,-2.3833
E07000125,Rossendale,2011,69.69,31.52,14.61,14.13,1.28,43.5,30.53,19.71,5.77,0.49,25.97,56.5,53.7,-2.2667
E07000125,Rossendale,2021,67.9,34.55,14.77,17.04,0.06,47.99,32.95,14.71,4.16,0.19,19.06,52.01,53.7,-2.2667
E07000126,South Ribble,2011,78.82,37.28,10.51,9.34,0.86,48.58,31.15,16.57,3.42,0.28,20.27,51.42,53.7167,-2.6833
E07000126,South Ribble,2021,76.05,39.99,10.37,12.8,0.01,52.4,33.02,12.08,2.38,0.11,14.58,47.6,53.7167,-2.6833
E07000127,West Lancashire,2011,72.99,35.86,14.67,10.45,1.3,43.13,32.56,19.61,4.4,0.3,24.31,56.87,53.6333,-2.7833
E07000127,West Lancashire,2021,70.72,39.12,14.34,13.85,0.18,48.71,33.88,14.05,3.23,0.14,17.41,51.29,53.6333,-2.7833
E07000128,Wyre,2011,77.57,43.19,7.19,13.53,1.19,40.2,33.35,21.58,4.49,0.38,26.45,59.8,53.8333,-2.9833
E07000128,Wyre,2021,73.35,44.71,7.62,18.2,0.02,46.03,34.88,15.35,3.57,0.17,19.1,53.97,53.8333,-2.9833
E07000129,Blaby,2011,80.93,38.11,7.62,10.02,0.79,49.85,32.17,15.55,2.29,0.14,17.98,50.15,52.5667,-1.1833
E07000129,Blaby,2021,77.89,39.96,8.21,12.8,0.02,53.63,32.86,11.52,1.93,0.06,13.51,46.37,52.5667,-1.1833
E07000130,Charnwood,2011,72.1,35.67,11.8,14.13,1.16,48.94,31.26,16.23,3.3,0.26,19.8,51.06,52.7333,-1.1833
E07000130,Charnwood,2021,69.84,37.43,11.7,17.37,0.09,52.95,32.37,12.02,2.55,0.1,14.68,47.05,52.7333,-1.1833
E07000131,Harborough,2011,78.05,38.37,8.38,11.24,1.15,54.07,30.49,13.35,1.95,0.13,15.43,45.93,52.4833,-0.9167
E07000131,Harborough,2021,75.8,40.79,8.74,13.46,0.02,57.88,30.86,9.65,1.55,0.07,11.26,42.12,52.4833,-0.9167
E07000132,Hinckley and Bosworth,2011,76.75,37.15,10.32,11.36,0.98,47.42,31.98,17.2,3.22,0.18,20.6,52.58,52.5333,-1.3667
E07000132,Hinckley and Bosworth,2021,74.4,39.87,10.21,14.39,0.08,51.41,33.69,12.37,2.43,0.11,14.9,48.59,52.5333,-1.3667
E07000133,Melton,2011,72.12,35.96,11.18,14.21,1.57,49.95,31.91,15.32,2.6,0.21,18.14,50.05,52.7667,-0.8833
E07000133,Melton,2021,70.94,40.53,10.69,17.17,0.1,53.06,33.75,11.14,1.94,0.11,13.19,46.94,52.7667,-0.8833
E07000134,North West Leicestershire,2011,72.48,34.71,14.31,11.27,1.17,46.22,30.94,18.96,3.66,0.22,22.84,53.78,52.7333,-1.3833
E07000134,North West Leicestershire,2021,71.79,36.91,13.54,13.51,0.1,51.54,33.15,12.61,2.58,0.12,15.31,48.46,52.7333,-1.3833
E07000135,Oadby and Wigston,2011,80.79,42.5,7.54,9.92,0.99,44.69,33.94,17.96,3.15,0.25,21.36,55.31,52.5833,-1.0833
E07000135,Oadby and Wigston,2021,75.23,42.94,7.93,16.02,0.11,49.12,34.62,13.67,2.43,0.16,16.26,50.88,52.5833,-1.0833
E07000136,Boston,2011,63.87,33.87,18.19,15.72,1.37,33.69,36.36,23.67,5.73,0.56,29.96,66.31,52.9756,-0.0214
E07000136,Boston,2021,58.85,33.9,19.47,20.29,0.11,40.86,38.6,16.24,4.02,0.28,20.54,59.14,52.9756,-0.0214
E07000137,East Lindsey,2011,69.2,42.41,11.01,17.33,1.66,34.75,34.65,24.25,5.82,0.54,30.6,65.25,53.2167,0.1667
E07000137,East Lindsey,2021,67.4,46.19,11.27,20.25,0.03,39.78,36.92,18.47,4.56,0.27,23.31,60.22,53.2167,0.1667
E07000138,Lincoln,2011,55.07,24.4,21.92,20.95,1.5,42.03,32.07,19.64,5.74,0.53,25.91,57.97,53.2307,-0.5406
E07000138,Lincoln,2021,50.5,26.1,21.06,27.19,0.33,45.15,34.46,15.71,4.39,0.29,20.39,54.85,53.2307,-0.5406
E07000139,North Kesteven,2011,74.36,37.23,10.21,13.45,1.49,47.47,32.57,17.16,2.64,0.16,19.96,52.53,52.9833,-0.4833
E07000139,North Kesteven,2021,72.78,39.98,10.03,16.01,0.13,52.27,33.65,11.93,2.08,0.07,14.08,47.73,52.9833,-0.4833
E07000140,South Holland,2011,72.55,39.24,12.69,12.65,1.41,36.25,36.25,23.18,4.05,0.27,27.5,63.75,52.8167,-0.1
E07000140,South Holland,2021,69.58,40.79,12.13,17.06,0.16,44.04,37.36,15.53,2.93,0.14,18.6,55.96,52.8167,-0.1
E07000141,South Kesteven,2011,69.42,33.58,13.43,14.63,1.64,48.16,32.06,16.51,3.07,0.21,19.79,51.84,52.8,-0.5167
E07000141,South Kesteven,2021,68.29,37.81,12.49,18.02,0.15,51.69,33.7,12.21,2.3,0.1,14.6,48.31,52.8,-0.5167
