geo_code,area_name,pct_owned_total,pct_owned_outright,pct_owned_mortgage,pct_social_rented_total,pct_private_rented_total,pct_rent_free,pct_overcrowded_total,pct_occ_minus1,pct_occ_minus2_less,pct_occ_zero,pct_occ_plus1,pct_occ_plus2_more,pct_deprived_0,pct_deprived_1,pct_deprived_2,pct_deprived_3,pct_deprived_4,pct_multi_deprived,pct_any_deprived,pct_unemployed,pct_employed_total,pct_inactive_total,pct_inactive_sick,pct_self_employed,year
E06000001,Hartlepool,59.84,27.43,32.41,23.53,14.77,1.37,2.65,2.34,0.31,23.68,38.4,35.27,35.49,31.71,24.66,7.68,0.46,32.8,64.51,7.77,54.69,34.86,7.08,5.7,2011
E06000002,Middlesbrough,57.21,26.57,30.63,23.87,16.62,1.71,4.54,3.93,0.61,26.28,36.52,32.67,34.49,32.54,23.98,8.37,0.62,32.97,65.51,7.59,51.25,36.77,6.8,5.14,2011
E06000003,Redcar and Cleveland,66.61,33.23,33.38,19.41,12.47,1.08,2.34,2.15,0.19,22.49,37.82,37.35,37.78,32.47,23.11,6.18,0.47,29.76,62.22,6.59,55.01,35.94,5.92,5.91,2011
E06000004,Stockton-on-Tees,68.5,29.42,39.09,17.21,13.12,0.84,2.98,2.68,0.3,21.43,36.06,39.54,43.34,31.19,19.9,5.2,0.37,25.47,56.66,5.74,59.68,31.56,4.88,6.36,2011
E06000005,Darlington,64.9,29.59,35.31,15.49,18.24,0.99,2.72,2.46,0.25,24.53,39.15,33.6,43.25,31.97,19.19,5.16,0.43,24.78,56.75,5.22,61.97,30.26,4.88,7.3,2011
E06000006,Halton,63.39,27.08,36.31,25.21,9.78,1.01,2.85,2.59,0.27,24.58,36.69,35.88,37.63,31.22,22.96,7.7,0.5,31.16,62.37,5.56,60.13,31.6,6.96,5.85,2011
E06000007,Warrington,71.55,31.95,39.59,15.64,11.22,0.85,2.41,2.14,0.26,22.45,35.22,39.92,47.22,30.46,17.57,4.41,0.34,22.32,52.78,3.99,65.08,27.9,4.06,7.77,2011
E06000008,Blackburn with Darwen,64.15,31.45,32.7,18.12,15.68,1.54,6.18,5.08,1.1,28.14,39.1,26.58,35.92,32.12,22.85,8.33,0.78,31.97,64.08,5.34,55.67,35.8,7.07,7.66,2011
E06000009,Blackpool,61.6,30.01,31.59,10.87,26.05,1.1,2.94,2.66,0.28,30.25,35.91,30.9,31.55,32.16,25.58,9.3,1.41,36.29,68.45,6.1,56.86,33.98,7.93,9.59,2011
E06000010,"Kingston upon Hull, City of",49.54,19.85,29.69,28.1,20.41,1.5,4.26,3.82,0.44,30.37,39.43,25.95,33.5,33.04,24.78,8.01,0.66,33.46,66.5,8.02,55.55,32.78,6.05,5.15,2011
E06000011,East Riding of Yorkshire,75.3,39.25,36.05,9.11,13.74,1.55,1.91,1.74,0.17,17.52,37.67,42.91,46.18,32.67,17.61,3.26,0.28,21.15,53.82,3.58,62.48,31.24,3.14,10.11,2011
E06000012,North East Lincolnshire,66.09,30.84,35.25,14.48,18.11,1.01,2.5,2.26,0.24,22.42,36.13,38.95,38.12,33.28,22.24,5.93,0.43,28.6,61.88,6.46,59.24,31.6,4.85,6.46,2011
E06000013,North Lincolnshire,69.52,33.04,36.48,15.41,13.41,1.41,2.77,2.43,0.34,19.54,35.83,41.86,41.64,33.11,20.53,4.41,0.31,25.24,58.36,4.8,62.06,30.79,4.21,7.25,2011
E06000014,York,66.1,33.93,32.17,13.98,17.93,1.24,3.51,3.19,0.32,23.69,37.04,35.76,49.56,32.17,14.99,3.02,0.25,18.27,50.44,3.06,61.32,29.94,2.46,8.23,2011
E06000015,Derby,61.37,29.57,31.8,19.8,16.81,1.17,5.0,4.18,0.82,26.97,35.51,32.52,40.69,32.3,20.53,5.92,0.56,27.01,59.31,5.19,59.65,31.01,4.78,6.5,2011
E06000016,Leicester,49.68,22.76,26.93,25.4,22.74,1.55,9.79,7.93,1.86,34.84,30.69,24.69,32.66,34.1,24.17,8.05,1.01,33.24,67.34,6.18,52.9,35.42,5.12,5.79,2011
E06000017,Rutland,70.36,39.25,31.11,11.23,15.55,1.79,1.23,1.09,0.14,14.72,30.96,53.09,53.61,31.19,12.9,2.21,0.09,15.2,46.39,2.38,64.72,30.66,1.71,12.38,2011
E06000018,Nottingham,45.09,19.94,25.14,29.72,23.07,1.5,6.01,5.17,0.83,32.18,34.72,27.1,34.35,33.86,23.11,7.88,0.8,31.79,65.65,6.37,48.63,38.67,5.67,5.6,2011
E06000019,"Herefordshire, County of",67.69,39.41,28.28,13.92,15.51,1.9,2.93,2.59,0.34,21.5,31.91,43.66,44.01,33.82,17.84,4.0,0.34,22.17,55.99,3.26,65.64,28.72,3.45,14.35,2011
E06000020,Telford and Wrekin,63.68,27.18,36.5,19.68,14.98,1.22,3.42,2.96,0.47,22.22,36.27,38.09,41.73,32.05,20.34,5.51,0.37,26.22,58.27,4.75,61.9,30.53,4.91,7.02,2011
E06000021,Stoke-on-Trent,59.43,28.47,30.96,24.17,14.35,1.66,4.4,3.83,0.57,28.74,41.36,25.5,33.85,31.58,25.71,8.28,0.59,34.58,66.15,5.31,56.49,34.5,7.23,6.26,2011
E06000022,Bath and North East Somerset,66.75,35.13,31.61,14.44,16.93,1.38,2.88,2.64,0.24,25.59,32.29,39.25,49.58,31.43,15.44,3.2,0.36,18.99,50.42,2.72,60.89,31.25,2.77,10.96,2011
E06000023,"Bristol, City of",54.01,24.58,29.43,20.29,23.55,1.39,5.17,4.53,0.64,32.67,32.63,29.53,42.38,32.19,19.05,5.71,0.68,25.43,57.62,4.3,61.56,29.36,4.35,8.43,2011
E06000024,North Somerset,72.95,36.81,36.15,9.18,16.17,1.07,1.74,1.58,0.16,21.0,34.88,42.38,47.33,32.19,16.43,3.64,0.41,20.48,52.67,2.99,64.77,29.41,3.86,10.61,2011
E06000025,South Gloucestershire,74.94,34.45,40.48,9.89,13.58,1.14,2.39,2.19,0.2,20.46,33.68,43.46,50.31,31.52,15.08,2.83,0.26,18.17,49.69,2.78,68.11,25.6,2.53,8.91,2011
E06000026,Plymouth,58.69,27.23,31.47,19.3,20.15,1.09,3.85,3.48,0.37,31.22,34.95,29.98,39.48,33.31,20.28,6.18,0.74,27.2,60.52,4.24,57.72,33.39,5.24,6.84,2011
E06000027,Torbay,66.81,36.44,30.37,8.07,23.21,0.97,2.57,2.36,0.22,28.16,37.51,31.75,36.12,34.51,22.28,6.15,0.94,29.36,63.88,4.55,58.58,34.26,5.8,11.43,2011
E06000030,Swindon,65.53,25.75,39.78,16.28,16.04,0.89,3.33,2.79,0.54,25.8,35.38,35.49,45.48,32.25,17.46,4.39,0.41,22.26,54.52,4.23,68.87,24.04,3.42,7.83,2011
E06000031,Peterborough,59.27,25.85,33.43,19.5,19.14,1.16,5.14,4.24,0.91,27.11,32.99,34.75,40.08,33.22,20.55,5.56,0.59,26.7,59.92,5.06,64.52,27.72,4.14,7.57,2011
E06000032,Luton,60.16,25.06,35.1,15.77,22.63,1.05,10.91,8.4,2.5,32.79,30.35,25.95,35.86,35.56,21.79,6.11,0.69,28.59,64.14,5.74,57.76,30.95,3.78,8.4,2011
E06000033,Southend-on-Sea,65.17,30.75,34.42,11.51,22.01,0.9,4.75,4.23,0.52,32.16,34.42,28.68,40.0,33.41,19.99,5.87,0.74,26.59,60.0,4.97,62.97,29.34,4.25,10.24,2011
E06000034,Thurrock,66.2,25.5,40.7,18.45,14.07,0.8,5.42,4.74,0.68,30.34,34.79,29.46,38.61,34.22,21.41,5.27,0.5,27.17,61.39,5.42,65.85,25.99,3.54,8.9,2011
E06000035,Medway,67.65,28.9,38.75,13.18,17.09,1.03,3.93,3.4,0.53,27.48,35.79,32.8,41.54,33.57,19.13,5.23,0.54,24.89,58.46,4.88,62.8,28.95,3.78,8.69,2011
E06000036,Bracknell Forest,68.48,24.89,43.59,16.74,12.5,1.13,2.9,2.6,0.31,25.24,33.43,38.43,53.02,30.32,13.63,2.71,0.31,16.66,46.98,3.38,72.18,21.63,2.13,9.83,2011
E06000037,West Berkshire,69.67,31.21,38.47,13.84,13.72,1.65,2.26,2.03,0.23,21.47,32.93,43.34,53.66,30.22,13.18,2.67,0.26,16.11,46.34,2.93,70.81,23.79,2.16,11.33,2011
E06000038,Reading,54.84,22.62,32.22,16.29,26.08,0.99,6.01,5.1,0.91,33.53,32.07,28.38,45.93,32.52,16.42,4.59,0.54,21.55,54.07,4.56,64.36,26.09,2.76,7.91,2011
E06000039,Slough,52.7,18.72,33.99,20.64,24.32,0.99,12.65,10.26,2.4,40.15,27.92,19.27,34.93,36.32,21.82,6.22,0.72,28.75,65.07,5.42,64.13,26.52,3.37,8.89,2011
E06000040,Windsor and Maidenhead,68.0,32.58,35.41,13.28,16.16,1.95,3.61,3.14,0.48,22.98,32.22,41.19,54.43,30.24,12.76,2.34,0.23,15.33,45.57,3.16,69.04,25.51,1.76,12.38,2011
E06000041,Wokingham,79.73,35.57,44.16,7.02,11.2,0.93,1.93,1.67,0.26,17.39,31.57,49.1,59.42,28.39,10.39,1.65,0.15,12.19,40.58,2.63,70.03,24.37,1.55,10.76,2011
E06000042,Milton Keynes,57.73,21.46,36.27,18.02,17.31,0.87,4.97,4.25,0.73,26.94,32.69,35.4,46.75,32.13,16.45,4.23,0.44,21.12,53.25,4.76,68.02,24.07,3.2,8.67,2011
E06000043,Brighton and Hove,53.31,23.36,29.94,14.96,29.59,1.28,6.22,5.68,0.54,41.22,30.98,21.58,42.97,32.85,17.79,5.52,0.86,24.18,57.03,3.71,62.02,28.44,4.18,12.92,2011
E06000044,Portsmouth,54.87,24.12,30.75,18.26,24.68,1.22,5.0,4.49,0.51,33.59,34.12,27.29,41.86,32.89,18.84,5.73,0.68,25.25,58.14,4.25,58.5,31.14,3.78,7.52,2011
E06000045,Southampton,49.74,21.66,28.08,23.27,24.88,1.07,5.84,5.2,0.64,38.09,31.57,24.5,39.81,33.38,20.04,5.98,0.79,26.81,60.19,4.23,57.66,31.64,4.07,7.19,2011
E06000046,Isle of Wight,70.09,41.08,29.02,10.68,17.42,1.22,2.54,2.33,0.21,24.93,37.68,34.85,39.18,34.96,20.4,4.9,0.56,25.85,60.82,4.4,57.78,35.62,4.52,11.58,2011
E06000047,County Durham,65.84,31.03,34.81,20.11,12.57,1.26,2.29,2.05,0.23,21.65,41.48,34.58,39.31,30.78,23.17,6.41,0.33,29.91,60.69,4.43,57.28,35.62,6.48,6.59,2011
E06000049,Cheshire East,74.49,37.53,36.95,11.38,12.5,1.14,2.03,1.82,0.22,18.89,35.57,43.5,49.94,30.63,15.86,3.32,0.25,19.43,50.06,3.23,64.53,29.41,3.07,10.72,2011
E06000050,Cheshire West and Chester,70.77,34.73,36.04,14.71,12.54,1.21,2.28,2.05,0.24,19.56,35.19,42.97,47.0,30.85,17.56,4.27,0.32,22.16,53.0,3.68,63.21,29.77,3.94,8.99,2011
E06000051,Shropshire,69.16,38.56,30.61,13.46,14.98,1.76,2.26,2.0,0.26,19.44,35.06,43.24,45.93,32.63,17.52,3.63,0.29,21.44,54.07,3.28,65.39,28.99,3.23,12.74,2011
E06000052,Cornwall,68.81,39.98,28.83,12.0,16.76,1.67,2.51,2.24,0.27,22.52,36.3,38.68,40.18,34.6,19.9,4.83,0.49,25.22,59.82,3.26,60.69,33.27,4.37,13.63,2011
E06000053,Isles of Scilly,41.66,31.65,10.01,18.1,29.73,9.71,1.92,1.72,0.2,27.81,34.48,35.79,38.42,41.86,15.98,3.64,0.1,19.72,61.58,1.11,80.52,17.94,0.86,26.7,2011
E06000054,Wiltshire,67.5,33.85,33.65,14.72,15.43,1.59,2.32,2.12,0.2,19.87,33.82,43.99,49.77,32.18,14.85,2.95,0.25,18.05,50.23,2.94,68.35,26.15,2.68,11.22,2011
E06000055,Bedford,65.72,31.37,34.35,16.07,15.84,1.33,4.12,3.45,0.67,25.67,31.01,39.2,45.51,32.27,17.57,4.19,0.46,22.22,54.49,4.45,63.83,28.11,3.3,9.52,2011
E06000056,Central Bedfordshire,72.55,31.65,40.9,13.39,12.08,1.14,2.56,2.29,0.27,22.0,34.94,40.5,50.49,31.37,15.05,2.83,0.26,18.14,49.51,3.45,68.49,25.25,2.36,10.97,2011
E07000008,Cambridge,47.46,24.92,22.55,23.6,26.24,1.58,5.5,4.71,0.78,33.69,30.47,30.34,49.08,32.26,14.42,3.83,0.4,18.66,50.92,2.69,55.6,36.02,2.48,7.42,2011
E07000009,East Cambridgeshire,68.52,32.2,36.33,14.28,13.22,2.51,2.26,2.01,0.25,19.37,35.63,42.74,49.6,31.97,15.44,2.81,0.18,18.43,50.4,2.88,70.44,24.37,2.37,11.9,2011
E07000010,Fenland,70.0,35.67,34.33,12.44,15.61,1.44,3.27,2.75,0.51,22.68,38.05,36.01,36.24,34.53,23.48,5.32,0.42,29.22,63.76,4.23,62.68,30.94,4.48,9.25,2011
E07000011,Huntingdonshire,71.25,31.98,39.27,12.89,14.09,1.04,2.3,2.03,0.27,19.32,32.72,45.66,50.37,31.68,14.89,2.81,0.25,17.95,49.63,3.16,68.78,25.42,2.48,9.5,2011
E07000012,South Cambridgeshire,70.26,34.62,35.64,14.25,11.96,1.42,2.1,1.85,0.26,17.5,33.05,47.34,55.95,29.5,12.41,1.99,0.14,14.55,44.05,2.32,71.08,23.85,1.98,11.61,2011
E07000026,Allerdale,69.0,39.4,29.59,19.1,9.78,1.65,1.69,1.54,0.16,17.38,39.21,41.72,42.37,32.14,20.01,5.21,0.27,25.49,57.63,3.6,63.16,31.1,4.53,10.29,2011
E07000027,Barrow-in-Furness,73.46,36.58,36.88,11.06,14.23,1.13,2.13,1.97,0.16,23.86,41.43,32.58,37.78,30.84,22.72,7.75,0.91,31.38,62.22,4.63,59.39,33.67,7.28,6.17,2011
E07000028,Carlisle,68.26,34.66,33.6,15.3,14.3,1.45,2.17,1.95,0.22,21.32,39.82,36.69,42.4,32.96,19.05,5.13,0.45,24.64,57.6,3.58,65.09,28.07,4.67,9.19,2011
E07000029,Copeland,70.97,37.05,33.91,18.56,8.73,1.43,2.04,1.83,0.21,16.43,39.17,42.36,41.33,31.16,21.05,6.06,0.41,27.52,58.67,4.24,61.07,32.95,5.45,6.97,2011
E07000030,Eden,70.56,43.61,26.95,10.07,15.99,2.46,1.49,1.35,0.15,15.95,35.65,46.9,46.08,33.82,16.62,3.17,0.31,20.1,53.92,2.12,68.48,26.65,2.75,17.26,2011
E07000031,South Lakeland,72.97,44.67,28.3,10.42,14.25,1.86,1.41,1.29,0.13,17.62,36.29,44.68,48.43,33.64,14.93,2.81,0.2,17.93,51.57,2.01,65.91,29.59,2.59,14.64,2011
E07000032,Amber Valley,74.1,38.23,35.87,12.33,11.79,1.37,2.25,2.05,0.2,20.52,39.58,37.65,43.43,31.22,20.5,4.56,0.3,25.35,56.57,3.87,63.81,30.12,4.06,9.04,2011
E07000033,Bolsover,66.96,32.59,34.36,18.19,13.04,1.54,2.36,2.11,0.25,19.7,42.68,35.27,35.64,31.11,26.04,6.87,0.34,33.24,64.36,4.67,60.02,33.07,6.48,7.24,2011
E07000034,Chesterfield,63.14,32.19,30.95,23.15,12.42,0.96,2.39,2.21,0.18,25.65,38.3,33.66,39.59,31.64,22.37,5.99,0.41,28.78,60.41,4.66,60.91,32.06,5.96,7.43,2011
E07000035,Derbyshire Dales,72.43,43.95,28.48,12.15,12.56,2.11,1.61,1.42,0.19,18.38,34.32,45.68,48.6,31.73,16.5,2.94,0.23,19.67,51.4,2.68,65.41,29.7,2.54,14.58,2011
E07000036,Erewash,72.48,33.9,38.58,13.01,12.87,1.15,2.19,1.99,0.2,21.64,38.81,37.36,42.99,31.39,20.39,4.84,0.39,25.61,57.01,4.53,64.53,28.53,4.0,7.98,2011
E07000037,High Peak,72.05,35.16,36.89,12.7,13.43,1.24,2.53,2.3,0.23,22.68,37.15,37.64,47.33,30.96,17.21,4.2,0.3,21.71,52.67,3.82,65.55,27.94,3.67,11.1,2011
E07000038,North East Derbyshire,70.89,38.24,32.64,20.39,7.39,0.94,1.93,1.76,0.17,18.57,39.28,40.23,42.1,32.13,21.05,4.45,0.27,25.77,57.9,3.67,62.03,32.05,4.47,9.28,2011
E07000039,South Derbyshire,75.44,33.95,41.49,9.94,13.05,1.23,1.75,1.59,0.16,18.26,37.23,42.75,48.87,30.21,17.15,3.54,0.22,20.91,51.13,3.06,66.82,27.49,3.52,9.2,2011
E07000040,East Devon,74.97,47.12,27.84,9.34,13.61,1.55,1.72,1.52,0.19,18.5,36.91,42.87,44.44,35.32,17.11,2.89,0.23,20.24,55.56,2.45,62.6,32.69,2.82,14.06,2011
E07000041,Exeter,59.79,30.07,29.72,17.03,20.99,1.23,3.31,2.96,0.35,30.63,33.84,32.22,44.42,32.74,17.48,4.74,0.62,22.84,55.58,3.06,59.34,32.02,3.49,7.56,2011
E07000042,Mid Devon,69.07,37.26,31.81,12.62,15.54,1.83,1.95,1.74,0.21,20.71,33.7,43.64,45.12,33.65,17.22,3.68,0.33,21.23,54.88,2.71,67.17,27.99,3.11,15.33,2011
E07000043,North Devon,68.46,39.09,29.36,10.79,18.35,1.72,1.89,1.72,0.17,22.25,34.95,40.9,41.86,34.55,18.96,4.21,0.42,23.59,58.14,3.04,64.26,30.2,3.67,14.56,2011
E07000044,South Hams,71.73,42.8,28.94,11.38,14.27,1.53,1.64,1.47,0.17,18.93,33.79,45.63,47.78,33.49,15.48,3.0,0.25,18.73,52.22,2.35,63.9,31.31,3.08,17.45,2011
E07000045,Teignbridge,73.47,40.77,32.71,8.91,15.48,1.22,1.85,1.67,0.18,21.38,37.23,39.54,44.2,33.54,18.14,3.73,0.39,22.27,55.8,2.77,63.83,30.88,3.56,13.22,2011
E07000046,Torridge,71.46,42.87,28.59,9.02,16.96,1.86,1.64,1.49,0.16,18.45,36.4,43.51,40.32,35.29,19.46,4.36,0.58,24.39,59.68,3.41,61.69,33.01,4.04,16.11,2011
E07000047,West Devon,73.18,44.02,29.16,9.5,15.0,1.67,1.61,1.48,0.13,18.97,32.99,46.42,45.25,33.71,17.08,3.66,0.31,21.05,54.75,3.07,62.85,31.84,3.42,16.55,2011
E07000061,Eastbourne,61.73,33.48,28.25,13.23,23.31,1.07,3.83,3.49,0.35,31.29,36.6,28.27,39.21,34.59,20.27,5.21,0.72,26.2,60.79,4.08,60.08,31.99,4.53,10.28,2011
E07000062,Hastings,55.17,26.9,28.27,14.55,28.82,0.99,3.53,3.17,0.36,33.99,34.89,27.6,36.34,33.58,21.85,7.29,0.94,30.08,63.66,5.48,59.45,32.22,6.62,11.19,2011
E07000063,Lewes,72.66,39.82,32.84,10.93,14.48,1.26,2.71,2.47,0.24,24.45,36.33,36.51,44.36,33.65,17.95,3.69,0.36,21.99,55.64,3.35,63.56,30.42,3.53,13.87,2011
E07000064,Rother,73.54,45.39,28.15,10.38,14.05,1.5,2.32,2.04,0.28,21.6,37.13,38.96,40.25,35.75,19.93,3.76,0.31,23.99,59.75,3.21,58.07,36.59,4.06,14.83,2011
E07000065,Wealden,78.75,42.25,36.49,7.67,11.13,1.65,2.16,1.93,0.22,19.33,35.57,42.94,48.48,33.14,15.62,2.58,0.18,18.39,51.52,2.52,64.98,29.91,2.67,15.75,2011
E07000066,Basildon,65.94,28.92,37.03,21.96,10.24,0.87,3.74,3.31,0.43,27.06,34.02,35.18,40.06,33.66,20.69,5.12,0.48,26.28,59.94,4.65,64.12,28.8,3.94,9.63,2011
E07000067,Braintree,68.59,30.49,38.11,16.47,13.24,1.1,2.52,2.26,0.26,22.89,35.77,38.82,46.11,32.36,17.55,3.69,0.29,21.53,53.89,3.76,67.48,26.24,3.14,11.63,2011
E07000068,Brentwood,75.14,37.96,37.18,11.7,11.26,1.26,3.17,2.87,0.29,22.92,34.11,39.81,49.2,32.45,15.05,3.04,0.26,18.34,50.8,3.15,66.62,27.97,2.29,12.21,2011
E07000069,Castle Point,82.6,43.06,39.54,5.35,10.89,0.88,2.76,2.49,0.26,22.99,38.98,35.27,38.56,35.18,21.81,4.11,0.34,26.26,61.44,3.54,62.24,31.79,3.15,11.11,2011
E07000070,Chelmsford,73.17,34.01,39.16,13.09,11.98,1.11,2.68,2.4,0.28,23.12,32.55,41.65,50.23,31.52,14.96,2.99,0.31,18.25,49.77,3.41,67.39,26.16,2.27,10.33,2011
E07000071,Colchester,66.32,31.88,34.43,13.5,18.69,1.04,2.87,2.59,0.28,25.95,34.23,36.95,47.23,32.2,16.27,3.92,0.39,20.57,52.77,3.47,63.17,28.92,3.22,9.45,2011
E07000072,Epping Forest,72.25,34.76,37.5,15.01,11.04,1.3,3.26,2.95,0.31,25.91,32.85,37.99,44.78,33.62,17.55,3.7,0.35,21.6,55.22,3.6,66.14,27.94,2.62,14.56,2011
E07000073,Harlow,56.12,21.23,34.89,31.22,10.85,0.87,5.57,5.1,0.48,34.31,33.73,26.39,37.74,35.49,21.02,5.16,0.59,26.77,62.26,5.19,66.49,25.26,3.73,8.7,2011
E07000074,Maldon,78.44,39.95,38.49,10.4,9.66,1.13,1.72,1.51,0.21,19.18,32.71,46.4,45.75,33.35,17.07,3.46,0.36,20.9,54.25,3.04,65.0,29.84,2.85,13.45,2011
E07000075,Rochford,82.89,41.49,41.4,7.59,8.47,0.81,2.57,2.23,0.35,21.45,37.36,38.62,44.38,34.07,18.37,2.95,0.23,21.55,55.62,3.04,65.38,29.16,2.31,11.2,2011
E07000076,Tendring,73.67,44.6,29.07,8.44,16.2,1.3,2.53,2.27,0.25,23.56,42.12,31.8,32.42,35.34,25.8,5.87,0.56,32.24,67.58,4.67,54.9,38.27,5.29,10.09,2011
E07000077,Uttlesford,71.61,34.07,37.54,12.65,13.12,1.6,2.21,1.99,0.21,18.19,31.83,47.77,53.56,30.51,13.45,2.32,0.15,15.93,46.44,2.67,69.37,25.6,1.76,14.74,2011
E07000078,Cheltenham,64.56,32.13,32.43,12.23,21.45,1.06,3.33,2.97,0.36,26.77,34.81,35.1,50.18,31.48,14.51,3.47,0.36,18.34,49.82,3.34,64.86,27.1,3.0,9.57,2011
E07000079,Cotswold,65.69,37.78,27.91,14.87,15.23,3.0,1.71,1.54,0.17,18.08,32.21,48.0,51.07,32.41,14.11,2.25,0.16,16.53,48.93,2.48,67.09,28.08,2.15,16.09,2011
E07000080,Forest of Dean,74.26,40.88,33.38,12.4,11.22,1.57,2.1,1.91,0.18,20.54,34.64,42.73,43.35,33.2,19.32,3.85,0.28,23.45,56.65,3.45,62.7,31.24,3.72,12.38,2011
E07000081,Gloucester,67.23,29.25,37.98,13.33,17.38,0.95,3.82,3.36,0.46,26.69,35.26,34.23,43.48,32.84,18.47,4.67,0.55,23.68,56.52,4.26,66.32,26.09,3.95,7.02,2011
E07000082,Stroud,73.21,38.05,35.15,12.76,12.12,1.32,2.09,1.86,0.23,21.0,33.11,43.81,50.97,31.11,14.88,2.85,0.19,17.92,49.03,2.81,67.83,26.81,2.78,13.15,2011
E07000083,Tewkesbury,73.58,38.12,35.45,11.93,12.39,1.17,1.77,1.61,0.16,19.12,34.27,44.85,50.12,32.04,14.95,2.62,0.26,17.83,49.88,2.82,67.6,27.19,2.37,10.82,2011
