geo_code,area_name,pct_owned_total,pct_owned_outright,pct_owned_mortgage,pct_social_rented_total,pct_private_rented_total,pct_rent_free,pct_overcrowded_total,pct_occ_minus1,pct_occ_minus2_less,pct_occ_zero,pct_occ_plus1,pct_occ_plus2_more,pct_deprived_0,pct_deprived_1,pct_deprived_2,pct_deprived_3,pct_deprived_4,pct_multi_deprived,pct_any_deprived,pct_unemployed,pct_employed_total,pct_inactive_total,pct_inactive_sick,pct_self_employed,year
E07000218,North Warwickshire,72.39,34.89,37.5,14.41,11.29,1.23,2.52,2.29,0.22,20.86,35.86,40.76,42.21,32.81,20.56,4.17,0.24,24.97,57.79,3.6,65.87,28.2,3.53,10.17,2011
E07000219,Nuneaton and Bedworth,71.36,33.29,38.08,14.48,12.68,0.96,2.66,2.37,0.29,23.36,37.17,36.81,39.93,32.6,21.67,5.39,0.41,27.47,60.07,4.74,63.3,29.23,4.41,6.82,2011
E07000220,Rugby,69.46,32.89,36.57,14.31,14.1,1.17,2.35,2.06,0.29,21.54,34.72,41.39,48.11,32.48,16.02,3.15,0.24,19.41,51.89,3.59,67.37,26.53,2.84,8.94,2011
E07000221,Stratford-on-Avon,71.84,39.12,32.72,12.93,12.7,1.45,1.63,1.49,0.14,17.7,33.55,47.12,50.99,31.55,14.82,2.46,0.18,17.46,49.01,2.46,67.08,27.9,2.31,14.11,2011
E07000222,Warwick,66.65,32.65,34.01,13.41,17.92,1.16,2.9,2.6,0.31,22.56,35.58,38.95,52.5,30.18,14.18,2.86,0.27,17.32,47.5,3.03,64.7,28.75,2.55,9.76,2011
E07000223,Adur,73.76,37.8,35.95,13.07,11.42,1.18,2.5,2.21,0.28,26.84,40.97,29.69,40.41,34.44,20.33,4.36,0.47,25.15,59.59,3.34,64.94,29.2,3.63,11.41,2011
E07000224,Arun,73.84,42.85,30.99,8.82,15.31,1.18,2.93,2.64,0.3,24.44,38.34,34.29,40.42,35.64,19.63,3.81,0.5,23.94,59.58,3.34,61.45,32.52,3.52,11.17,2011
E07000225,Chichester,67.17,40.54,26.62,14.86,14.89,2.17,2.27,2.04,0.23,21.41,33.75,42.57,48.57,33.51,14.91,2.76,0.25,17.92,51.43,2.8,62.94,30.77,2.4,14.53,2011
E07000226,Crawley,59.04,22.19,36.86,23.86,14.54,1.18,5.45,4.73,0.72,30.93,31.99,31.63,42.06,34.6,18.47,4.49,0.39,23.35,57.94,4.51,69.35,23.08,3.21,7.78,2011
E07000227,Horsham,74.52,37.3,37.22,11.56,11.8,1.47,2.21,1.96,0.26,21.82,32.71,43.26,52.9,31.45,12.92,2.55,0.18,15.66,47.1,2.71,68.03,26.59,2.15,12.95,2011
E07000228,Mid Sussex,74.31,35.55,38.76,10.61,12.75,1.35,2.41,2.14,0.27,22.71,33.39,41.5,54.0,31.2,12.43,2.19,0.18,14.8,46.0,2.43,69.77,25.16,2.04,12.43,2011
E07000229,Worthing,69.34,34.8,34.54,9.98,19.35,0.87,3.29,3.02,0.27,31.45,37.49,27.77,42.84,33.65,18.52,4.49,0.5,23.51,57.16,3.47,65.52,27.86,4.15,10.74,2011
E07000234,Bromsgrove,79.49,40.62,38.87,9.97,8.8,1.09,1.72,1.59,0.13,17.73,32.29,48.26,50.27,30.91,15.89,2.75,0.19,18.83,49.73,3.05,66.17,28.23,2.53,11.46,2011
E07000235,Malvern Hills,71.86,42.47,29.39,14.12,11.55,1.66,1.73,1.55,0.18,19.1,33.2,45.98,47.46,32.93,16.18,3.19,0.24,19.6,52.54,3.16,62.32,32.24,3.16,14.22,2011
E07000236,Redditch,65.65,26.51,39.15,21.17,11.69,1.1,4.23,3.74,0.49,26.47,31.23,38.07,42.13,32.59,19.75,5.05,0.48,25.28,57.87,4.6,66.32,26.08,3.8,8.14,2011
E07000237,Worcester,64.4,28.97,35.43,15.31,18.18,1.06,2.96,2.65,0.31,26.34,34.45,36.25,46.26,31.5,17.66,4.18,0.4,22.24,53.74,4.18,64.77,26.46,3.4,7.84,2011
E07000238,Wychavon,72.72,38.73,33.99,14.49,10.95,1.38,2.22,2.0,0.22,19.5,32.35,45.93,47.28,32.5,16.79,3.19,0.24,20.22,52.72,3.13,66.05,28.33,2.66,12.61,2011
E07000239,Wyre Forest,70.63,37.68,32.95,14.44,13.17,1.17,2.38,2.15,0.22,22.03,36.01,39.58,41.16,33.0,20.46,5.03,0.36,25.84,58.84,4.2,62.3,31.27,4.11,9.71,2011
E08000001,Bolton,63.74,30.4,33.33,20.47,13.69,1.58,4.61,3.95,0.66,28.03,38.09,29.27,39.06,32.03,21.55,6.68,0.68,28.91,60.94,4.94,59.17,32.78,5.77,8.14,2011
E08000002,Bury,69.64,31.8,37.84,14.98,13.79,1.27,3.49,3.06,0.43,25.01,37.61,33.89,43.72,31.59,18.91,5.3,0.49,24.69,56.28,4.28,63.33,29.7,4.9,9.07,2011
E08000003,Manchester,37.76,15.19,22.56,31.56,28.38,1.58,7.76,6.57,1.18,35.73,34.31,22.2,34.41,33.55,22.32,8.83,0.89,32.04,65.59,5.71,50.69,36.48,6.57,6.17,2011
E08000004,Oldham,64.95,30.31,34.63,21.09,12.2,1.37,6.64,5.4,1.24,29.11,38.56,25.7,36.6,32.59,22.96,7.26,0.6,30.81,63.4,5.42,58.22,33.4,5.76,7.78,2011
E08000005,Rochdale,61.85,27.79,34.05,23.13,13.2,1.44,5.36,4.53,0.83,29.46,36.63,28.55,35.93,31.84,23.37,8.09,0.77,32.23,64.07,5.92,57.5,33.87,6.84,7.93,2011
E08000006,Salford,50.34,21.83,28.51,28.8,18.75,1.63,4.16,3.7,0.46,30.97,37.88,26.98,36.38,32.16,22.85,7.97,0.65,31.46,63.62,5.22,58.35,31.76,6.88,6.57,2011
E08000007,Stockport,73.22,35.06,38.17,13.63,11.36,0.99,2.93,2.62,0.3,23.49,36.19,37.39,46.27,31.19,17.48,4.59,0.46,22.54,53.73,3.9,64.61,28.74,4.15,9.58,2011
E08000008,Tameside,63.78,28.11,35.67,21.52,13.24,1.13,3.94,3.46,0.47,28.67,39.6,27.79,37.51,31.99,22.76,7.12,0.62,30.5,62.49,4.99,61.28,31.24,6.17,7.45,2011
E08000009,Trafford,69.26,32.09,37.17,16.39,12.7,1.05,3.24,2.82,0.42,22.85,34.83,39.08,47.93,30.49,16.82,4.42,0.35,21.59,52.07,3.77,65.63,27.48,3.99,9.74,2011
E08000010,Wigan,67.87,31.12,36.74,18.92,11.64,1.33,2.68,2.44,0.24,23.61,39.55,34.16,39.67,30.82,22.46,6.56,0.49,29.51,60.33,4.86,61.32,31.17,6.2,7.38,2011
E08000011,Knowsley,61.8,26.14,35.65,26.63,9.75,1.3,4.12,3.65,0.47,24.1,35.78,35.99,31.25,30.25,27.07,10.6,0.82,38.49,68.75,6.52,56.01,34.42,8.79,5.86,2011
E08000012,Liverpool,46.94,21.21,25.73,27.84,23.38,1.31,4.3,3.74,0.56,28.62,36.3,30.78,32.91,31.26,24.84,9.97,1.01,35.83,67.09,6.72,51.07,36.6,7.97,5.79,2011
E08000013,St. Helens,67.28,33.29,33.98,20.59,10.21,1.35,2.83,2.56,0.27,22.38,38.42,36.36,38.27,30.98,23.42,6.86,0.47,30.75,61.73,5.12,58.77,33.54,6.67,6.19,2011
E08000014,Sefton,70.5,35.9,34.6,14.47,13.4,1.07,2.86,2.54,0.32,22.69,34.62,39.83,38.86,32.63,21.95,6.04,0.53,28.52,61.14,4.9,59.08,32.89,5.86,8.21,2011
E08000015,Wirral,67.46,33.29,34.17,15.17,15.84,1.01,2.24,1.99,0.25,21.1,35.93,40.72,40.23,31.74,21.12,6.37,0.54,28.03,59.77,5.17,58.71,33.62,6.38,7.51,2011
E08000016,Barnsley,64.33,30.55,33.78,20.88,12.76,1.58,2.36,2.16,0.21,21.81,40.63,35.2,36.39,30.69,25.14,7.34,0.43,32.92,63.61,5.13,59.12,33.51,7.0,7.69,2011
E08000017,Doncaster,65.43,31.03,34.4,17.71,14.84,1.69,3.21,2.78,0.43,21.61,37.26,37.92,36.8,32.51,23.66,6.53,0.49,30.68,63.2,5.75,58.99,33.1,5.87,7.33,2011
E08000018,Rotherham,65.2,30.5,34.7,21.51,11.32,1.68,3.06,2.59,0.47,22.2,37.91,36.83,37.37,32.08,23.91,6.25,0.4,30.56,62.63,5.23,59.42,33.02,5.65,7.45,2011
E08000019,Sheffield,58.33,27.11,31.23,24.75,15.55,0.98,4.73,4.01,0.73,26.88,34.32,34.07,39.95,32.4,21.03,6.05,0.57,27.65,60.05,4.78,55.43,34.25,4.48,7.3,2011
E08000021,Newcastle upon Tyne,49.47,22.41,27.06,29.75,19.05,1.32,4.41,3.84,0.57,28.81,37.99,28.78,40.55,31.16,20.75,6.89,0.65,28.29,59.45,5.0,51.1,37.12,5.41,6.17,2011
E08000022,North Tyneside,64.77,28.05,36.72,21.55,12.38,0.89,2.21,2.01,0.2,24.29,40.63,32.88,43.38,31.09,19.96,5.2,0.37,25.53,56.62,4.94,62.75,29.51,4.97,6.52,2011
E08000023,South Tyneside,57.07,25.31,31.76,31.57,10.06,0.86,3.36,3.04,0.32,27.09,40.25,29.3,36.52,32.31,23.74,6.97,0.45,31.16,63.48,6.56,57.13,33.34,6.64,5.46,2011
E08000024,Sunderland,59.76,27.07,32.69,27.05,12.15,0.74,3.43,3.05,0.37,27.25,40.05,29.27,35.73,31.92,24.43,7.45,0.47,32.35,64.27,5.85,56.71,34.1,6.85,5.58,2011
E08000025,Birmingham,55.17,25.91,29.26,24.25,17.87,1.75,8.87,7.12,1.75,31.65,31.5,27.98,33.61,33.16,24.29,8.03,0.91,33.23,66.39,7.12,52.7,35.78,5.25,6.95,2011
E08000026,Coventry,60.56,29.27,31.29,17.04,20.61,1.2,5.36,4.49,0.86,27.88,35.17,31.59,38.4,32.98,21.29,6.57,0.77,28.62,61.6,5.4,55.53,33.69,4.52,6.18,2011
E08000027,Dudley,68.77,34.95,33.82,19.8,9.24,1.64,3.61,3.16,0.44,24.84,35.97,35.58,38.24,32.3,22.94,5.96,0.55,29.45,61.76,5.32,60.74,31.4,4.44,7.53,2011
E08000028,Sandwell,56.9,26.55,30.36,27.52,12.9,2.1,6.71,5.59,1.13,29.99,34.99,28.3,30.49,32.51,27.91,8.35,0.75,37.01,69.51,7.31,56.64,33.19,5.78,6.02,2011
E08000029,Solihull,73.86,37.45,36.41,14.91,9.88,0.74,2.63,2.35,0.28,20.95,31.68,44.75,45.57,31.57,18.43,4.09,0.34,22.86,54.43,4.25,63.75,29.15,3.34,9.22,2011
E08000030,Walsall,62.39,31.08,31.3,24.08,11.66,1.32,5.09,4.24,0.85,25.63,35.54,33.74,33.12,33.15,25.74,7.35,0.63,33.72,66.88,6.77,56.61,33.95,5.2,7.29,2011
E08000031,Wolverhampton,56.58,28.79,27.79,28.04,13.17,1.8,5.87,4.97,0.89,29.66,34.29,30.19,32.64,33.18,26.02,7.52,0.65,34.18,67.36,7.85,55.41,33.1,5.43,6.33,2011
E08000032,Bradford,65.0,29.35,35.66,14.81,18.1,1.5,6.21,4.98,1.23,27.81,35.6,30.38,37.46,33.04,21.49,7.15,0.85,29.49,62.54,5.8,57.35,33.45,4.96,8.59,2011
E08000033,Calderdale,66.55,31.22,35.33,15.23,16.41,1.36,3.28,2.83,0.45,27.3,38.64,30.77,42.51,31.79,19.51,5.62,0.57,25.7,57.49,4.97,62.92,29.49,4.38,9.46,2011
E08000034,Kirklees,67.06,32.02,35.03,15.29,15.53,1.78,4.78,4.0,0.78,27.81,35.68,31.74,40.9,32.23,20.06,6.14,0.67,26.86,59.1,4.71,60.0,31.8,4.4,8.95,2011
E08000035,Leeds,58.16,26.01,32.15,21.95,17.92,1.51,3.69,3.26,0.43,27.42,36.2,32.69,41.74,32.19,19.51,5.88,0.68,26.07,58.26,4.78,59.43,30.48,4.01,7.54,2011
E08000036,Wakefield,63.59,29.03,34.56,23.59,11.41,0.95,2.69,2.36,0.33,22.72,40.3,34.3,37.32,32.1,23.55,6.6,0.43,30.58,62.68,4.86,61.42,31.63,5.85,6.93,2011
E09000001,City of London,42.3,24.93,17.38,16.53,35.87,4.99,5.88,5.04,0.84,62.17,23.76,8.19,44.99,40.41,11.38,2.78,0.43,14.6,55.01,2.96,73.58,21.17,1.84,16.43,2011
E09000002,Barking and Dagenham,46.39,17.09,29.3,33.67,17.69,0.95,13.48,11.19,2.3,40.22,29.56,16.73,28.15,35.81,26.38,8.65,1.01,36.04,71.85,7.34,56.06,32.27,5.06,8.95,2011
E09000003,Barnet,57.65,28.04,29.61,14.22,25.64,1.61,10.03,8.31,1.73,32.88,29.26,27.83,43.24,33.41,17.75,4.91,0.7,23.35,56.76,4.44,63.43,28.62,3.05,15.59,2011
E09000004,Bexley,72.52,32.53,39.98,14.45,11.4,0.82,4.72,4.06,0.65,28.38,35.66,31.24,41.53,34.49,19.26,4.37,0.35,23.98,58.47,4.37,64.06,28.36,2.98,9.87,2011
E09000005,Brent,42.91,20.33,22.58,24.11,30.09,1.41,17.7,13.48,4.22,41.22,23.63,17.45,30.91,36.76,23.16,7.93,1.25,32.34,69.09,5.79,59.68,29.84,3.9,12.84,2011
E09000006,Bromley,70.9,33.35,37.55,14.08,13.29,0.93,3.99,3.55,0.44,27.2,33.11,35.71,48.49,31.96,15.39,3.77,0.4,19.56,51.51,3.9,66.1,27.53,2.72,11.95,2011
E09000007,Camden,32.16,17.06,15.1,33.11,32.23,1.81,11.68,9.71,1.97,50.34,24.69,13.29,37.91,35.44,17.91,7.26,1.47,26.65,62.09,4.46,59.82,31.89,4.41,13.41,2011
E09000008,Croydon,58.78,24.05,34.72,17.85,21.01,1.08,9.64,8.25,1.39,35.0,29.1,26.26,40.96,34.73,18.43,5.14,0.73,24.3,59.04,5.52,63.01,27.65,3.52,10.27,2011
E09000009,Ealing,51.11,22.9,28.21,18.11,27.55,1.48,13.95,10.86,3.09,37.79,26.58,21.69,37.38,34.46,20.57,6.62,0.98,28.17,62.62,5.21,62.31,28.54,3.61,12.32,2011
E09000010,Enfield,57.93,26.23,31.7,17.57,22.17,1.42,11.22,9.45,1.78,35.75,28.84,24.18,36.12,34.26,21.82,6.81,0.99,29.63,63.88,5.89,58.74,31.55,4.13,11.22,2011
E09000011,Greenwich,43.27,16.41,26.85,34.3,19.8,1.07,10.9,8.8,2.1,38.29,30.23,20.58,37.21,34.12,20.59,7.16,0.91,28.67,62.79,6.17,59.36,29.27,4.62,9.8,2011
E09000012,Hackney,23.78,8.45,15.32,43.69,28.96,1.24,15.25,12.67,2.58,50.71,22.88,11.16,31.46,35.71,22.14,9.15,1.53,32.83,68.54,7.05,60.49,28.57,5.22,12.43,2011
E09000013,Hammersmith and Fulham,34.0,15.85,18.14,31.19,31.71,1.55,12.24,10.26,1.98,47.12,24.65,16.0,41.48,33.92,17.06,6.5,1.04,24.6,58.52,4.85,65.71,25.97,3.9,12.27,2011
E09000014,Haringey,38.84,16.01,22.83,26.72,31.48,1.45,15.92,12.92,3.01,43.04,23.66,17.38,35.66,33.62,21.53,7.82,1.38,30.72,64.34,6.08,61.58,28.42,4.38,13.89,2011
E09000015,Harrow,65.27,31.15,34.12,10.59,21.74,1.42,10.36,8.22,2.14,30.62,30.22,28.8,41.77,34.32,18.77,4.62,0.53,23.92,58.23,4.49,62.39,29.44,2.92,12.66,2011
E09000016,Havering,73.76,35.62,38.14,14.2,10.63,0.8,4.01,3.53,0.48,26.79,34.78,34.42,39.68,34.68,20.83,4.4,0.41,25.64,60.32,4.46,63.96,28.92,3.16,10.51,2011
E09000017,Hillingdon,62.88,27.86,35.02,16.72,18.1,1.03,9.73,7.95,1.78,33.89,31.39,24.99,40.06,34.75,19.58,5.02,0.59,25.19,59.94,4.35,61.62,29.2,2.94,9.33,2011
E09000018,Hounslow,50.12,21.12,28.99,22.85,23.4,1.27,12.62,10.14,2.47,38.58,28.53,20.27,37.32,35.58,20.23,6.08,0.79,27.11,62.68,4.64,63.5,27.5,3.42,10.72,2011
E09000019,Islington,28.39,11.32,17.08,42.05,26.95,1.31,10.66,9.18,1.49,52.84,24.73,11.76,36.65,34.08,19.61,8.3,1.36,29.27,63.35,5.43,61.96,28.86,5.27,11.43,2011
E09000020,Kensington and Chelsea,35.66,22.83,12.83,24.54,35.79,3.12,8.33,7.19,1.14,47.89,28.72,15.06,43.65,34.58,15.16,5.56,1.05,21.77,56.35,4.31,62.82,30.59,3.57,15.39,2011
E09000021,Kingston upon Thames,64.05,27.86,36.2,11.79,22.49,0.99,5.78,5.05,0.73,31.7,32.97,29.55,50.56,31.72,13.97,3.36,0.39,17.72,49.44,3.22,64.45,27.01,2.23,11.71,2011
E09000022,Lambeth,32.98,11.37,21.62,35.09,29.33,1.07,13.23,11.11,2.12,45.69,25.65,15.42,39.85,33.92,18.58,6.66,0.99,26.23,60.15,6.0,67.23,22.94,3.81,11.29,2011
E09000023,Lewisham,42.4,14.88,27.53,31.05,24.31,1.0,12.08,10.08,1.99,41.88,27.97,18.07,38.35,34.15,19.78,6.78,0.94,27.5,61.65,6.19,62.5,26.41,4.26,10.69,2011
E09000024,Merton,59.28,25.6,33.68,14.1,24.76,1.01,9.16,7.66,1.5,32.68,30.82,27.34,46.52,32.5,16.11,4.39,0.48,20.98,53.48,4.06,67.45,25.11,2.5,12.4,2011
E09000025,Newham,33.32,12.8,20.52,29.64,34.05,1.21,25.2,17.61,7.58,40.89,21.92,11.98,24.98,38.11,26.02,9.6,1.29,36.91,75.02,6.87,51.91,32.84,4.25,9.5,2011
E09000026,Redbridge,63.55,28.16,35.39,11.39,22.86,1.18,10.82,8.66,2.16,32.62,29.86,26.7,38.77,34.93,20.18,5.5,0.62,26.3,61.23,5.31,59.64,30.95,3.28,11.75,2011
E09000027,Richmond upon Thames,63.57,29.76,33.81,12.59,21.85,1.24,3.78,3.38,0.4,29.53,33.41,33.28,57.63,27.96,11.27,2.8,0.35,14.41,42.37,3.01,69.81,24.45,2.03,14.85,2011
E09000028,Southwark,29.34,9.8,19.54,43.72,23.66,1.25,15.34,12.41,2.93,45.47,25.84,13.35,36.2,35.23,20.03,7.44,1.1,28.57,63.8,6.0,62.03,27.03,4.3,9.97,2011
E09000029,Sutton,67.99,28.6,39.39,14.61,15.9,0.72,5.28,4.64,0.64,33.2,33.64,27.88,45.59,33.53,16.34,4.09,0.46,20.89,54.41,3.91,68.08,25.03,2.81,11.4,2011
E09000030,Tower Hamlets,24.25,8.54,15.71,39.61,32.55,1.24,16.4,12.72,3.68,50.42,25.18,7.99,32.73,35.75,20.73,9.31,1.48,31.52,67.27,6.75,57.6,30.18,4.52,8.31,2011
E09000031,Waltham Forest,49.93,20.02,29.9,22.07,25.92,1.04,15.39,11.99,3.39,37.66,27.68,19.28,34.29,35.02,22.47,7.25,0.96,30.69,65.71,6.1,60.2,29.3,3.75,12.4,2011
E09000032,Wandsworth,45.51,18.44,27.07,20.32,31.66,1.04,8.77,7.48,1.29,42.08,28.45,20.7,50.39,30.41,13.93,4.65,0.63,19.2,49.61,3.82,70.82,22.07,2.89,12.13,2011
E09000033,Westminster,30.53,17.67,12.85,25.86,39.66,3.12,10.88,9.18,1.71,51.43,26.29,11.39,39.24,34.51,17.34,7.36,1.54,26.24,60.76,4.52,61.27,31.39,4.84,12.55,2011
W06000001,Isle of Anglesey,68.55,40.67,27.87,14.67,14.13,2.45,2.21,1.97,0.24,18.03,35.51,44.25,39.68,33.24,21.13,5.45,0.5,27.09,60.32,4.69,57.9,35.02,5.1,10.23,2011
W06000002,Gwynedd,65.41,40.34,25.07,16.32,15.36,2.59,2.59,2.27,0.31,19.07,35.73,42.61,40.06,34.0,20.26,5.18,0.5,25.94,59.94,3.57,57.43,34.77,4.35,12.29,2011
W06000003,Conwy,69.37,39.88,29.49,11.62,16.68,1.6,2.59,2.36,0.24,22.5,38.25,36.66,39.14,33.82,21.28,5.27,0.49,27.04,60.86,4.1,58.9,34.32,5.33,11.16,2011
W06000004,Denbighshire,68.54,36.84,31.7,13.13,15.9,1.77,2.92,2.59,0.33,22.58,39.08,35.42,39.17,32.83,21.88,5.59,0.53,28.0,60.83,4.22,58.79,34.38,6.04,10.3,2011
W06000005,Flintshire,72.83,35.12,37.71,15.13,10.55,0.96,2.84,2.57,0.27,20.16,36.46,40.54,43.07,32.39,19.75,4.5,0.29,24.54,56.93,3.86,63.69,29.71,4.3,7.9,2011
W06000006,Wrexham,63.6,30.45,33.16,22.45,11.88,1.7,3.42,2.96,0.45,23.51,36.97,36.11,40.92,31.6,21.18,5.87,0.42,27.48,59.08,4.18,61.93,30.68,5.34,7.65,2011
W06000008,Ceredigion,67.56,43.79,23.77,10.13,19.88,2.08,2.68,2.34,0.34,19.56,32.83,44.93,40.86,34.79,19.2,4.69,0.46,24.35,59.14,2.56,52.31,38.92,4.39,14.39,2011
W06000009,Pembrokeshire,68.82,41.99,26.83,15.65,13.53,1.74,2.42,2.18,0.23,19.73,33.69,44.16,39.55,34.01,20.9,5.13,0.41,26.44,60.45,4.04,59.74,33.99,5.33,13.47,2011
W06000010,Carmarthenshire,71.45,41.42,30.04,14.81,11.8,1.72,2.38,2.12,0.26,17.93,34.99,44.7,37.6,32.46,23.58,6.0,0.36,29.94,62.4,3.73,58.64,35.14,6.81,11.01,2011
W06000011,Swansea,64.02,33.41,30.61,19.21,14.74,1.73,3.15,2.8,0.35,24.26,35.37,37.22,39.13,31.9,21.78,6.72,0.47,28.97,60.87,3.86,54.48,37.02,6.86,6.59,2011
W06000012,Neath Port Talbot,68.68,36.39,32.29,19.12,10.24,1.78,2.57,2.33,0.24,20.84,36.02,40.57,33.63,30.3,26.67,8.93,0.46,36.06,66.37,4.5,55.56,37.75,9.55,5.74,2011
W06000013,Bridgend,72.37,34.96,37.41,13.84,12.28,1.26,2.39,2.15,0.25,19.86,35.99,41.75,37.98,30.72,23.48,7.35,0.46,31.3,62.02,4.56,57.81,35.36,7.68,6.55,2011
W06000014,Vale of Glamorgan,72.23,35.42,36.81,11.88,14.6,1.06,2.12,1.88,0.24,19.81,34.26,43.81,44.98,31.64,18.35,4.65,0.39,23.39,55.02,4.31,62.24,30.97,4.81,9.29,2011
W06000015,Cardiff,59.11,26.51,32.6,17.1,21.9,1.45,4.44,3.86,0.58,28.65,33.31,33.61,42.47,31.37,19.16,6.32,0.69,26.16,57.53,4.44,56.85,32.86,5.18,7.04,2011
W06000016,Rhondda Cynon Taf,71.0,36.46,34.54,13.72,13.65,1.48,2.57,2.28,0.29,20.34,37.13,39.96,34.71,30.0,25.84,8.91,0.54,35.29,65.29,4.71,55.41,36.8,8.63,6.41,2011
W06000018,Caerphilly,69.32,32.48,36.85,18.75,10.73,0.9,3.02,2.73,0.29,21.3,37.34,38.34,35.2,30.04,26.02,8.22,0.52,34.76,64.8,5.14,57.54,35.14,8.19,6.03,2011
W06000019,Blaenau Gwent,62.09,32.94,29.15,23.95,12.8,1.04,3.34,3.04,0.3,23.78,40.28,32.6,29.76,30.39,29.02,10.19,0.65,39.86,70.24,6.87,53.11,37.95,9.64,5.03,2011
W06000020,Torfaen,66.24,31.61,34.63,23.62,8.61,1.02,3.12,2.8,0.31,23.19,36.49,37.2,36.66,32.01,24.14,6.74,0.45,31.33,63.34,4.78,58.94,33.71,6.67,5.83,2011
W06000021,Monmouthshire,73.61,39.94,33.67,13.83,10.8,1.39,2.02,1.76,0.25,18.24,30.48,49.26,46.19,32.28,17.65,3.62,0.26,21.53,53.81,3.35,62.86,31.52,4.0,12.04,2011
W06000022,Newport,64.2,29.8,34.4,19.82,14.01,1.44,3.53,3.13,0.4,23.09,34.33,39.05,38.78,31.72,22.45,6.46,0.58,29.5,61.22,5.34,58.59,32.46,5.74,6.56,2011
W06000023,Powys,68.71,43.92,24.79,13.99,14.81,2.19,2.02,1.81,0.21,17.16,34.2,46.62,41.57,34.45,19.77,3.97,0.25,23.98,58.43,3.05,64.4,30.42,4.09,17.39,2011
W06000024,Merthyr Tydfil,65.29,34.11,31.18,21.09,11.58,1.86,4.31,3.83,0.48,23.85,36.54,35.3,30.66,30.53,27.96,10.11,0.74,38.8,69.34,5.72,55.99,35.83,9.47,5.74,2011
